Departamento,Provincia,Municipio,Año,Num_Alumnos_Matriculados,Tasa_Abandono,Tasa_Promoción,Tasa_Reprobación,Num_Unidades_Educativas
Pando,N. Suárez,Porven.d.r                      ,2013,1515,3.9,93.14,2.97,19
Pando,N. Suárez,Bolpebra                      ,2013,404,12.4,82.18,5.45,14
Pando,N. Suárez,Bella Flor                    ,2013,765,9.4,85.88,4.71,18
Pando,Manuripi,Puerto Rico                   ,2013,2065,8.1,89.2,2.71,29
Pando,Manuripi,San Pedro              ,2013,371,5.1,92.72,2.16,12
Pando,Manuripi,Filadelfia                    ,2013,1645,5.3,87.9,6.81,44
Pando,M. De Dios,Puerto Gonzalo Moreno         ,2013,1604,6.7,90.96,2.31,20
Pando,M. De Dios,San Lorenzo          ,2013,1697,5.5,88.8,5.66,34
Pando,M. De Dios,Sena                          ,2013,1322,4.7,84.8,10.51,28
Pando,Abuná,Nacebe (Santa Rosa Del Abuna) ,2013,593,6.4,86,7.59,8
Pando,Abuná,Ingavi (Humaita)              ,2013,325,8.6,83.08,8.31,8
Pando,F. Román,Nuevo Manoa (Nueva Esperanza) ,2013,339,10.6,86.14,3.24,7
Pando,F. Román,Villa Nueva (Loma Alta)       ,2013,629,11,83.31,5.72,12
Pando,F. Román,Eureka (Santos Mercado)       ,2013,493,3.7,93.1,3.25,10
Potosí,T. Frías,Potosí                        ,2013,62243,3.3,91.93,4.79,203
Potosí,T. Frías,Tinguipaya                    ,2013,4974,5,88.58,6.45,111
Potosí,T. Frías,Yocalla                       ,2013,1635,4.6,91.5,3.85,27
Potosí,T. Frías,Belen de Urmiri               ,2013,189,7.4,89.42,3.17,5
Potosí,R. Bustillo,Uncia                         ,2013,7986,3.2,92.85,3.93,73
Potosí,R. Bustillo,Chayanta                      ,2013,4437,3.1,93.06,3.88,44
Potosí,R. Bustillo,Llallagua                     ,2013,13127,2.4,94.07,3.5,42
Potosí,R. Bustillo,Chuquihuta Ayllu Jucuman.d.     ,2013,0, -   ,0,0,0
Potosí,C. Saavedra,Betanzos                      ,2013,9036,4.2,91.92,3.83,107
Potosí,C. Saavedra,Chaqui                        ,2013,2156,3.7,91.6,4.73,34
Potosí,C. Saavedra,Tacobamba                     ,2013,2657,5.5,90.1,4.37,57
Potosí,Chayanta,Colquechaca                   ,2013,8273,6.3,85.87,7.86,114
Potosí,Chayanta,Ravelo                        ,2013,4450,5.6,88.85,5.51,71
Potosí,Chayanta,Pocoata                       ,2013,6009,5.8,89.47,4.73,92
Potosí,Chayanta,Ocuri                         ,2013,4090,6.3,88.73,5.01,59
Potosí,Charcas,San Pedro de Buena Vista      ,2013,8174,5.4,88.43,6.21,125
Potosí,Charcas,Toro Toro                     ,2013,3296,4.3,89.2,6.52,64
Potosí,N. Chichas,Cotagaita                     ,2013,6483,5.7,90.78,3.5,131
Potosí,N. Chichas,Vitichi                       ,2013,2507,4.1,92.26,3.63,48
Potosí,A. De Ibañez,Sacaca                        ,2013,4807,4.8,89.93,5.26,79
Potosí,A. De Ibañez,Caripuyo                      ,2013,2268,4.7,92.64,2.65,44
Potosí,S. Chichas,Tupiza                        ,2013,12278,2.6,94.71,2.73,142
Potosí,S. Chichas,Atocha                        ,2013,3830,1.6,94.13,4.31,26
Potosí,N. Lipez,"Colcha ""K""                    ",2013,3031,2.2,96.11,1.68,48
Potosí,N. Lipez,San Pedro de Quemes           ,2013,127,7.1,89.76,3.15,4
Potosí,S. Lipez,San Pablo de Lipez            ,2013,691,2.7,92.33,4.92,13
Potosí,S. Lipez,Mojinete                      ,2013,147,0.7,96.6,2.72,6
Potosí,S. Lipez,San Anton.d.o de Esmoruco       ,2013,450,2.9,94,3.11,8
Potosí,J.M. Linares,Puna                          ,2013,9748,4.9,91.43,3.64,160
Potosí,J.M. Linares,"Caiza ""D""                     ",2013,2350,2.9,91.28,5.79,33
Potosí,J.M. Linares,Ckochas                       ,2013,0, -   ,0,0,0
Potosí,A. Quijarro,Uyun.d.                         ,2013,8350,3,93.87,3.09,68
Potosí,A. Quijarro,Tomave                        ,2013,3259,6.1,90.86,3.01,72
Potosí,A. Quijarro,Porco                         ,2013,3308,1.7,94.26,4.02,15
Potosí,B. Bilbao,Arampampa                     ,2013,1000,5.8,90.6,3.6,31
Potosí,B. Bilbao,Acacio                        ,2013,1477,3,93.09,3.86,25
Potosí,D. Campos,Llica                         ,2013,746,2.9,95.98,1.07,22
Potosí,D. Campos,Tahua                         ,2013,342,3.8,94.74,1.46,15
Potosí,M. Omiste,Villazon                      ,2013,12220,3.9,92.95,3.16,75
Potosí,E. Baldivieso,San Agustín                   ,2013,415,1.7,96.39,1.93,8
Santa Cruz,A. Ibañez,Santa Cruz de La Sierra       ,2013,390002,2.8,93.23,4,917
Santa Cruz,A. Ibañez,Cotoca                        ,2013,17094,4.5,89.76,5.73,54
Santa Cruz,A. Ibañez,Porongo                       ,2013,2674,7.1,88.86,4.04,36
Santa Cruz,A. Ibañez,La Guardia                    ,2013,21420,3,90.87,6.13,66
Santa Cruz,A. Ibañez,El Torno                      ,2013,14728,3.3,92.29,4.39,81
Santa Cruz,I. Warnes,Warnes                        ,2013,27727,3.8,91.64,4.52,95
Santa Cruz,I. Warnes,Okinawa                       ,2013,3706,4,92.26,3.72,23
Santa Cruz,J.M. De Velasco,San Ignacio de Velasco        ,2013,15747,3.2,89.53,7.26,126
Santa Cruz,J.M. De Velasco,San Miguel de Velasco         ,2013,3611,2.4,94.21,3.35,40
Santa Cruz,J.M. De Velasco,San Rafael                    ,2013,1449,3.8,88.75,7.45,12
Santa Cruz,Ichilo,Buena Vista                   ,2013,3910,3.7,90.72,5.55,42
Santa Cruz,Ichilo,San Carlos                    ,2013,5707,4.5,90.08,5.38,37
Santa Cruz,Ichilo,Yapacan.d.                      ,2013,14043,3.2,94.06,2.71,84
Santa Cruz,Ichilo,San Juan de Yapacan.d.          ,2013,2615,2.8,94.53,2.72,21
Santa Cruz,Chiquitos,San José de Chiquitos         ,2013,5227,2.4,93.69,3.96,30
Santa Cruz,Chiquitos,Pailon                        ,2013,6150,3.3,91.14,5.56,26
Santa Cruz,Chiquitos,Robore                        ,2013,5216,3.4,92.06,4.58,48
Santa Cruz,Sara,Portachuelo                   ,2013,5532,4.7,92.23,3.09,41
Santa Cruz,Sara,Santa Rosa del Sara           ,2013,4445,6.3,88.17,5.51,51
Santa Cruz,Sara,Colpa Bélgica                 ,2013,1623,6.2,90.2,3.57,11
Santa Cruz,Cordillera,Lagun.d.llas                    ,2013,1731,4.3,91.51,4.22,22
Santa Cruz,Cordillera,Charagua                      ,2013,8027,3.8,92.01,4.14,72
Santa Cruz,Cordillera,Cabezas                       ,2013,5288,3.3,89.45,7.26,44
Santa Cruz,Cordillera,Cuevo                         ,2013,1239,4.7,91.53,3.79,14
Santa Cruz,Cordillera,Gutierrez                     ,2013,4445,4,87.45,8.55,42
Santa Cruz,Cordillera,Camiri                        ,2013,10889,2.3,94.23,3.48,50
Santa Cruz,Cordillera,Boyuibe                       ,2013,1280,3.2,91.25,5.55,11
Santa Cruz,Vallegrande,Vallegrande                   ,2013,4222,3.5,94.03,2.44,92
Santa Cruz,Vallegrande,Trigal                        ,2013,396,5.6,92.17,2.27,12
Santa Cruz,Vallegrande,Moro Moro                     ,2013,673,2.8,94.35,2.82,20
Santa Cruz,Vallegrande,Postrer Valle                 ,2013,461,7.6,84.38,8.03,14
Santa Cruz,Vallegrande,Pucara                        ,2013,376,1.3,95.21,3.46,20
Santa Cruz,Florida,Samaipata                     ,2013,2566,3.7,94.08,2.22,40
Santa Cruz,Florida,Pampa Grande                  ,2013,2293,2,95.64,2.4,22
Santa Cruz,Florida,Mairana                       ,2013,3067,5,92.24,2.8,23
Santa Cruz,Florida,Quirusillas                   ,2013,299,2,93.98,4.01,8
Santa Cruz,O. Santistevan,Montero                       ,2013,36674,3.2,92.9,3.9,87
Santa Cruz,O. Santistevan,General Saavedra              ,2013,4535,4.5,89.06,6.42,31
Santa Cruz,O. Santistevan,Mineros                       ,2013,6868,3.1,94.47,2.39,33
Santa Cruz,O. Santistevan,Fernández Alonso              ,2013,3567,2.8,95.35,1.88,24
Santa Cruz,O. Santistevan,San Pedro                     ,2013,4552,2.9,94.24,2.83,31
Santa Cruz,Ñ. De Chavez,Concepción                    ,2013,6160,2.7,91.19,6.12,48
Santa Cruz,Ñ. De Chavez,San Javier              ,2013,4373,3.1,92.36,4.57,28
Santa Cruz,Ñ. De Chavez,San Ramón                 ,2013,2316,5,89.72,5.27,7
Santa Cruz,Ñ. De Chavez,San Julián                    ,2013,13666,3.9,91.83,4.3,107
Santa Cruz,Ñ. De Chavez,San Anton.d.o de Lomerío        ,2013,1962,3.2,95.11,1.68,27
Santa Cruz,Ñ. De Chavez,Cuatro Cañadas                ,2013,5788,3.2,92.04,4.72,32
Santa Cruz,A. Sandoval,San Matías                    ,2013,4306,4.5,88.62,6.87,44
Santa Cruz,M.M. Caballero,Comarapa                      ,2013,5060,2.8,92.17,5.06,46
Santa Cruz,M.M. Caballero,Saipina                       ,2013,1779,3.9,88.14,7.93,15
Santa Cruz,G. Busch,Puerto Suarez                 ,2013,4940,2.7,94.64,2.71,22
Santa Cruz,G. Busch,Puerto Quijarro               ,2013,4571,2.9,94.88,2.23,14
Santa Cruz,G. Busch,Carmen Rivero Torrez          ,2013,1565,4.7,88.37,6.96,19
Santa Cruz,Guarayos,Ascensión de Guarayos         ,2013,8454,4.4,89.5,6.09,29
Santa Cruz,Guarayos,Urubicha                      ,2013,2361,1.8,94.54,3.68,13
Santa Cruz,Guarayos,El Puente            ,2013,3294,3.8,90.04,6.13,37
Tarija,Cercado,Tarija                        ,2013,53483,2.5,93.51,4.03,185
Tarija,A. Arce,Padcaya                       ,2013,4280,3.5,93.08,3.39,83
Tarija,A. Arce,Bermejo                       ,2013,9273,3.4,91.84,4.76,33
Tarija,G. Chaco,Yacuiba                       ,2013,25322,3.4,92.87,3.72,92
Tarija,G. Chaco,Carapari                      ,2013,3971,2.5,95.14,2.32,46
Tarija,G. Chaco,Villa Montes                  ,2013,11207,4,91.51,4.53,48
Tarija,J.M. Avilez,Uriondo (A. Concepcion)       ,2013,3660,3.9,93.96,2.1,45
Tarija,J.M. Avilez,Yunchara                      ,2013,1237,1.3,95.23,3.48,39
Tarija,E. Méndez,San Lorenzo              ,2013,5379,5.4,89.68,4.89,84
Tarija,E. Méndez,El Puente               ,2013,2667,5.6,90.48,3.94,54
Tarija,B. O´Connor,Entre Ríos                ,2013,5515,4.2,92.77,3.01,89
Beni,Cercado,Trin.d.dad                      ,2014,33264,3.6,94.97,1.41,91
Beni,Cercado,San Javier              ,2014,1034,6.9,89.56,3.58,19
Beni,V. Diez,Riberalta                     ,2014,32050,5.4,91.82,2.78,131
Beni,V. Diez,Guayaramerin                  ,2014,13455,4.4,93.94,1.65,73
Beni,J. Ballivián,Reyes                         ,2014,3492,4.3,91.64,4.04,46
Beni,J. Ballivián,San Borja                     ,2014,13052,4.8,92.2,3.01,118
Beni,J. Ballivián,Santa Rosa                    ,2014,2976,3.1,94.52,2.35,26
Beni,J. Ballivián,Rurrenabaque                  ,2014,5751,3.9,93.34,2.8,39
Beni,Yacuma,Santa Ana                     ,2014,5694,5.7,92.08,2.25,49
Beni,Yacuma,Exaltación                    ,2014,1026,7.3,91.42,1.27,27
Beni,Moxos,San Ignacio                   ,2014,7678,4.6,92.33,3.05,99
Beni,Marbán,Loreto                        ,2014,1093,4.3,90.12,5.58,23
Beni,Marbán,San Andrés                    ,2014,3622,4.2,93.98,1.79,52
Beni,Mamoré,San Joaquín                   ,2014,1497,4.9,93.32,1.74,19
Beni,Mamoré,San Ramón               ,2014,1499,2.3,94.93,2.74,17
Beni,Mamoré,Puerto Siles                  ,2014,277,3.6,93.5,2.89,5
Beni,Itenez,Magdalena                     ,2014,3813,3.3,95.96,0.71,36
Beni,Itenez,Baures                        ,2014,1531,1.6,96.73,1.7,13
Beni,Itenez,Huaracaje                     ,2014,1043,3.7,94.73,1.53,10
Chuquisaca,Oropeza,Sucre                         ,2014,79973,2.5,93.89,3.63,222
Chuquisaca,Oropeza,Yotala                        ,2014,2474,1.7,95.51,2.83,31
Chuquisaca,Oropeza,Poroma                        ,2014,5036,4.8,92.41,2.74,57
Chuquisaca,J.A. De Padilla,Azurduy                       ,2014,2736,3.4,91.23,5.37,40
Chuquisaca,J.A. De Padilla,Tarvita                       ,2014,4243,2.1,94.2,3.65,45
Chuquisaca,J. Zudañez,Zudáñez                       ,2014,1658,4.2,90.23,5.61,21
Chuquisaca,J. Zudañez,Presto                        ,2014,1930,4.6,91.81,3.63,31
Chuquisaca,J. Zudañez,Mojocoya                      ,2014,1863,3.7,93.56,2.79,25
Chuquisaca,J. Zudañez,Icla                          ,2014,2164,3.7,93.07,3.23,25
Chuquisaca,Tomina,Padilla                       ,2014,2379,2.3,95.88,1.85,51
Chuquisaca,Tomina,Tomina                        ,2014,2153,1.5,94.71,3.81,22
Chuquisaca,Tomina,Sopachuy                      ,2014,1579,2.5,96.33,1.2,20
Chuquisaca,Tomina,Alcala                        ,2014,802,1.2,95.39,3.37,10
Chuquisaca,Tomina,El Villar                     ,2014,1040,0.4,96.35,3.27,15
Chuquisaca,H. Siles,Monteagudo                    ,2014,7059,1.9,95.54,2.58,76
Chuquisaca,H. Siles,Huacareta                     ,2014,2238,5.6,89.37,5.05,36
Chuquisaca,Yamparáez,Tarabuco                      ,2014,4548,2.3,93.58,4.11,63
Chuquisaca,Yamparáez,Yamparaez                     ,2014,1947,2.9,95.63,1.49,25
Chuquisaca,Nor Cinti,Camargo                       ,2014,3751,2.9,95.73,1.36,55
Chuquisaca,Nor Cinti,San Lucas                     ,2014,9159,3.8,93.77,2.47,112
Chuquisaca,Nor Cinti,Incahuasi                     ,2014,2729,3.7,93.7,2.57,31
Chuquisaca,Nor Cinti,Villa Charcas                 ,2014,3534,3.3,94.4,2.29,35
Chuquisaca,B. Boeto,Villa Serrano                 ,2014,2675,1.4,96.9,1.68,43
Chuquisaca,S. Cinti,Camataqui (C. Villa Abecia)   ,2014,694,2,95.97,2.02,13
Chuquisaca,S. Cinti,Culpina                       ,2014,4178,3.8,95.64,0.55,63
Chuquisaca,S. Cinti,Las Carreras                  ,2014,612,0.8,96.08,3.1,18
Chuquisaca,L. Calvo,Villa Vaca Guzmán (Muyupampa) ,2014,2273,1.9,96.88,1.23,34
Chuquisaca,L. Calvo,Huacaya (Villa de Huacaya)    ,2014,687,4.1,92.43,3.49,10
Chuquisaca,L. Calvo,Machareti                     ,2014,1681,2.4,96.19,1.37,21
Cochabamba,Cercado,Cochabamba                    ,2014,199056,2.1,96.46,1.4,436
Cochabamba,N. Campero,Aiquile                       ,2014,7620,2.5,96.18,1.31,73
Cochabamba,N. Campero,Pasorapa                      ,2014,821,2.8,95.98,1.22,19
Cochabamba,N. Campero,Omereque                      ,2014,1476,3.1,93.7,3.18,29
Cochabamba,Ayopaya,Ayopaya (V. de Independencia) ,2014,6430,4.1,93.62,2.24,101
Cochabamba,Ayopaya,Morochata                     ,2014,2668,3.6,95.16,1.27,56
Cochabamba,Ayopaya,Cocapata                      ,2014,3508,3.3,94.53,2.17,67
Cochabamba,E. Arce,Tarata                        ,2014,2936,2.7,95.44,1.91,31
Cochabamba,E. Arce,Anzaldo                       ,2014,1705,4.1,94.66,1.23,43
Cochabamba,E. Arce,Arbieto                       ,2014,3427,2.5,96.09,1.4,22
Cochabamba,E. Arce,Sacabamba                     ,2014,1010,5.4,90.99,3.56,16
Cochabamba,Aran.D.,Araní                         ,2014,2729,1.9,95.02,3.11,28
Cochabamba,Aran.D.,Vacas                         ,2014,2313,5.1,93.13,1.82,27
Cochabamba,Arque,Arque                         ,2014,2730,3.1,94.62,2.27,50
Cochabamba,Arque,Tacopaya                      ,2014,2087,3.7,94.3,1.96,50
Cochabamba,Capinota,Capinota                      ,2014,6213,2.9,95.12,1.95,34
Cochabamba,Capinota,Santibáñez                    ,2014,1629,3.4,95.7,0.92,17
Cochabamba,Capinota,Sicaya                        ,2014,851,3.4,96.24,0.35,9
Cochabamba,G. Jordán,Cliza                         ,2014,5681,3.6,94.38,1.99,24
Cochabamba,G. Jordán,Toco                          ,2014,1145,4.1,93.62,2.27,13
Cochabamba,G. Jordán,Tolata                        ,2014,1623,1.7,97.29,1.05,8
Cochabamba,Quillacollo,Quillacollo                   ,2014,44316,2.9,95.87,1.24,92
Cochabamba,Quillacollo,Sipe Sipe                     ,2014,13578,2,96.38,1.61,52
Cochabamba,Quillacollo,Tiquipaya                     ,2014,17327,1.6,96.21,2.18,56
Cochabamba,Quillacollo,Vinto                         ,2014,17224,2.3,95.92,1.76,47
Cochabamba,Quillacollo,Colcapirhua                   ,2014,10893,1.5,96.7,1.84,19
Cochabamba,Chapare,Sacaba                        ,2014,38425,2.6,95.62,1.81,106
Cochabamba,Chapare,Colomi                        ,2014,6800,3.1,94.41,2.46,31
Cochabamba,Chapare,Villa Tunari                  ,2014,22808,2.9,95.38,1.73,177
Cochabamba,Tapacarí,Tapacari                      ,2014,5286,3.7,93.59,2.69,116
Cochabamba,Carrasco,Totora                ,2014,3270,3,96.3,0.73,40
Cochabamba,Carrasco,Pojo                   ,2014,3122,3.2,94.88,1.95,37
Cochabamba,Carrasco,Pocona                        ,2014,3026,3.2,93.69,3.07,46
Cochabamba,Carrasco,Chimore                       ,2014,6356,3.3,94.65,2.03,49
Cochabamba,Carrasco,Puerto Villarroel             ,2014,16727,2.4,95.86,1.71,81
Cochabamba,Carrasco,Entre Ríos                ,2014,11108,2.5,96.7,0.77,26
Cochabamba,Mizque,Mizque                        ,2014,7473,3.8,93.83,2.36,76
Cochabamba,Mizque,Vila Vila                     ,2014,920,2.5,90.22,7.28,18
Cochabamba,Mizque,Alalay                        ,2014,612,4.2,93.14,2.61,20
Cochabamba,Punata,Punata                        ,2014,9495,2.7,96.21,1.04,37
Cochabamba,Punata,Villa Rivero                  ,2014,2197,3.9,95.36,0.73,17
Cochabamba,Punata,San Ben.d.to                    ,2014,3294,2.9,95.6,1.55,27
Cochabamba,Punata,Tacachi                       ,2014,92,3.3,95.65,1.09,2
Cochabamba,Punata,Cuchumuela (V. G. Villarroel) ,2014,135,3,94.81,2.22,7
Cochabamba,Bolívar,Bolivar                       ,2014,1261,4.2,93.97,1.82,37
Cochabamba,Tiraque,Tiraque                ,2014,6258,3,96.16,0.8,43
Cochabamba,Tiraque,Shinaota                      ,2014,6527,2.3,95.76,1.95,26
La Paz,P.D. Murillo,La Paz                        ,2014,202191,2,96.3,1.67,508
La Paz,P.D. Murillo,Palca                         ,2014,4979,2.9,95.54,1.57,58
La Paz,P.D. Murillo,Mecapaca                      ,2014,3917,2.3,96.6,1.07,38
La Paz,P.D. Murillo,Achocalla                     ,2014,5718,2.5,97.06,0.44,33
La Paz,P.D. Murillo,El Alto                       ,2014,286097,1.9,97,1.06,491
La Paz,Omasuyos,Achacachi                     ,2014,11177,2.4,96.81,0.77,106
La Paz,Omasuyos,Ancoraimes                    ,2014,2554,3.3,96.01,0.7,48
La Paz,Omasuyos,Chua Cocan.d.                   ,2014,667,3.7,95.8,0.45,10
La Paz,Omasuyos,Huarina                       ,2014,1266,3.2,96.05,0.71,24
La Paz,Omasuyos,Santiago de Huata             ,2014,1382,2.3,97.54,0.14,30
La Paz,Omasuyos,Huatajata                     ,2014,341,0.6,98.83,0.59,6
La Paz,Pacajes,Coro Coro                     ,2014,2134,4.6,94.14,1.22,45
La Paz,Pacajes,Caquiaviri                    ,2014,2064,4.1,95.35,0.58,66
La Paz,Pacajes,Calacoto                      ,2014,1326,4.7,93.29,2.04,62
La Paz,Pacajes,Comanche                      ,2014,823,3.5,96.35,0.12,20
La Paz,Pacajes,Charaña                       ,2014,434,2.5,96.54,0.92,19
La Paz,Pacajes,Waldo Ballivian               ,2014,452,2.9,97.12,0,6
La Paz,Pacajes,Nazacara de Pacajes           ,2014,63,11.1,88.89,0,1
La Paz,Pacajes,Santiago de Callapa           ,2014,1063,4.8,94.92,0.28,47
La Paz,E. Camacho,Puerto Acosta                 ,2014,2263,4.6,94.83,0.53,53
La Paz,E. Camacho,Mocomoco                      ,2014,3422,4.1,95.24,0.7,74
La Paz,E. Camacho,Puerto Carabuco               ,2014,2691,4.5,94.31,1.23,59
La Paz,E. Camacho,Humanata                      ,2014,1273,4.8,94.58,0.63,28
La Paz,E. Camacho,Escoma                        ,2014,1295,3.2,96.76,0.08,24
La Paz,Muñecas,Chuma                         ,2014,2582,4.5,93.84,1.63,54
La Paz,Muñecas,Ayata                         ,2014,2206,5.4,93.52,1.09,37
La Paz,Muñecas,Aucapata                      ,2014,1120,3,95.89,1.07,22
La Paz,Larecaja,Sorata                        ,2014,4280,3.2,96.29,0.54,74
La Paz,Larecaja,Guanay                        ,2014,3532,5.1,92.75,2.15,43
La Paz,Larecaja,Tacacoma                      ,2014,1793,3.7,95.04,1.23,26
La Paz,Larecaja,Quiabaya                      ,2014,595,5.4,93.95,0.67,10
La Paz,Larecaja,Combaya                       ,2014,443,1.4,97.07,1.58,13
La Paz,Larecaja,Tipuan.d.                       ,2014,2810,2.4,94.31,3.27,13
La Paz,Larecaja,Mapiri                        ,2014,3963,4,93.52,2.52,22
La Paz,Larecaja,Teoponte                      ,2014,2349,5.4,92.29,2.34,31
La Paz,F. Tamayo,Apolo                         ,2014,5271,4.5,90.51,4.99,79
La Paz,F. Tamayo,Pelechuco                     ,2014,1385,2.7,95.16,2.17,23
La Paz,Ingavi,Viacha                        ,2014,18600,2.3,95.61,2.08,101
La Paz,Ingavi,Guaqui                        ,2014,1627,3,96.74,0.31,22
La Paz,Ingavi,Tiawanacu                     ,2014,2766,2.8,96.67,0.51,28
La Paz,Ingavi,Desaguadero                   ,2014,1384,2.2,97.33,0.43,15
La Paz,Ingavi,San Andrés de Machaca         ,2014,870,4.7,94.37,0.92,37
La Paz,Ingavi,Jesús de Machaca              ,2014,2496,3.6,95.35,1.08,54
La Paz,Ingavi,Taraco                        ,2014,1029,1.4,97.47,1.17,21
La Paz,Loayza,Luribay                       ,2014,2376,3.8,95.83,0.38,39
La Paz,Loayza,Sapahaqui                     ,2014,2693,2.1,96.06,1.86,52
La Paz,Loayza,Yaco                          ,2014,1710,3.9,94.97,1.11,29
La Paz,Loayza,Malla                         ,2014,439,1.8,96.81,1.37,12
La Paz,Loayza,Cairoma                       ,2014,2629,2.8,96.42,0.76,41
La Paz,Inquisivi,Inquisivi                     ,2014,3594,4.1,94.8,1.14,90
La Paz,Inquisivi,Quime                         ,2014,1674,2.7,95.4,1.85,18
La Paz,Inquisivi,Cajuata                       ,2014,2780,5.1,93.56,1.33,27
La Paz,Inquisivi,Colquiri                      ,2014,4796,3.1,95.93,0.94,74
La Paz,Inquisivi,Ichoca                        ,2014,1169,5.7,93.41,0.86,37
La Paz,Inquisivi,Licoma Pampa                  ,2014,558,5.6,87.28,7.17,9
La Paz,S. Yungas,Chuluman.d. (V. De La Libertad) ,2014,4489,3.7,94.19,2.07,41
La Paz,S. Yungas,Irupana (Villa De Lanza)      ,2014,3630,3.9,94.68,1.4,57
La Paz,S. Yungas,Yanacachi                     ,2014,1247,2.4,94.71,2.89,17
La Paz,S. Yungas,Palos Blancos                 ,2014,7346,3.1,95.53,1.37,51
La Paz,S. Yungas,La Asunta                     ,2014,11002,3,95.34,1.7,109
La Paz,Los Andes,Pucaran.d.                      ,2014,7175,3,96.21,0.75,74
La Paz,Los Andes,Laja                          ,2014,3509,2.1,96.47,1.4,58
La Paz,Los Andes,Batallas                      ,2014,4833,3.1,96.67,0.27,52
La Paz,Los Andes,Puerto Pérez                  ,2014,1402,2.1,97.22,0.64,24
La Paz,Aroma,Sica Sica (Villa Aroma)       ,2014,4979,3.2,95.68,1.16,70
La Paz,Aroma,Umala                         ,2014,1721,4.4,95.18,0.46,33
La Paz,Aroma,Ayo Ayo                       ,2014,1868,4.1,94.81,1.12,34
La Paz,Aroma,Calamarca                     ,2014,2830,3.6,95.69,0.74,33
La Paz,Aroma,Patacamaya                    ,2014,6918,2.6,96.89,0.51,52
La Paz,Aroma,Colquencha                    ,2014,2177,3.7,94.67,1.65,17
La Paz,Aroma,Collana                       ,2014,374,2.7,97.06,0.27,6
La Paz,N. Yungas,Coroico                       ,2014,4153,3.5,94.85,1.69,49
La Paz,N. Yungas,Coripata                      ,2014,3844,2.3,97.03,0.65,28
La Paz,A. Iturralde,Ixiamas                       ,2014,2639,4.6,93.22,2.16,40
La Paz,A. Iturralde,San Buena Ventura             ,2014,2581,3.1,94.73,2.21,24
La Paz,B. Saavedra,Gral. J.J. Perez  (Charazan.d.) ,2014,2579,3.3,95.15,1.59,40
La Paz,B. Saavedra,Curva                         ,2014,423,1.7,97.64,0.71,10
La Paz,M. Kapac,Copacabana                    ,2014,3801,2.8,96.66,0.58,39
La Paz,M. Kapac,San Pedro de Tiquina          ,2014,1087,2.9,96.87,0.28,18
La Paz,M. Kapac,Tito Yupanqui (Parquipujio)   ,2014,227,1.3,98.68,0,7
La Paz,G. Villarroel,San Pedro de Curahuara        ,2014,1347,2,98,0,35
La Paz,G. Villarroel,Papel Pampa                   ,2014,1048,2.2,97.42,0.38,30
La Paz,G. Villarroel,Chacarilla                    ,2014,282,2.1,97.16,0.71,10
La Paz,J.M. Pando,Santiago de Machaca           ,2014,765,4.2,94.38,1.44,24
La Paz,J.M. Pando,Catacora                      ,2014,214,2.8,96.73,0.47,5
La Paz,Caranavi,Caranavi                      ,2014,13276,3.5,95.05,1.45,177
La Paz,Caranavi,Alto Ben.d.                     ,2014,2012,2.7,96.12,1.14,32
Oruro,Cercado,Oruro                         ,2014,86676,2.2,96.38,1.39,188
Oruro,Cercado,Caracollo                     ,2014,5138,3.2,95.85,0.93,54
Oruro,Cercado,El Choro                      ,2014,573,6.6,93.02,0.35,11
Oruro,Cercado,Soracachi                     ,2014,2679,3.5,94.89,1.57,60
Oruro,E. Avaroa,Challapata                    ,2014,8826,3.3,95.92,0.75,71
Oruro,E. Avaroa,Santuario de Quillacas        ,2014,682,2.2,95.01,2.79,12
Oruro,Carangas,Corque                        ,2014,1280,4.8,92.81,2.34,29
Oruro,Carangas,Choque Cota                   ,2014,240,4.2,93.75,2.08,9
Oruro,Sajama,Curahuara de Carangas         ,2014,957,2.1,97.18,0.73,22
Oruro,Sajama,Turco                         ,2014,737,2.6,97.01,0.41,9
Oruro,Litoral,Huachacalla                   ,2014,203,2,96.06,1.97,2
Oruro,Litoral,Escara,2014,65,1.5,98.46,0,1
Oruro,Litoral,Cruz de Machacamarca          ,2014,22,4.5,95.45,0,1
Oruro,Litoral,Yunguyo de Litoral            ,2014,6,33.3,66.67,0,1
Oruro,Litoral,Esmeralda                     ,2014,20,10,90,0,2
Oruro,Poopó,Poopo                         ,2014,1375,2.5,94.69,2.84,12
Oruro,Poopó,Pazña                         ,2014,1339,1.1,95.89,2.99,15
Oruro,Poopó,Antequera                     ,2014,844,1.1,95.38,3.55,8
Oruro,P. Dalence,Huanun.d.                       ,2014,8207,4.2,94.59,1.22,24
Oruro,P. Dalence,Machacamarca                  ,2014,914,3.4,95.73,0.88,11
Oruro,L. Cabrera,Salinas de Garci Mendoza      ,2014,1476,4.9,93.77,1.29,33
Oruro,L. Cabrera,Pampa Aullagas                ,2014,526,1.7,96.96,1.33,8
Oruro,Atahuallpa,Sabaya                        ,2014,495,2.2,96.77,1.01,13
Oruro,Atahuallpa,Coipasa                       ,2014,180,7.8,92.22,0,2
Oruro,Atahuallpa,Chipaya                       ,2014,421,8.1,90.5,1.43,3
Oruro,Saucarí,Toledo                        ,2014,816,5.6,91.42,2.94,16
Oruro,T. Barrón,Eucaliptus                    ,2014,1222,1.4,96.4,2.21,11
